Feature,Coefficient
first_window_timestamp Monitor Hartfrequentie_var,0.0
apgar10 hr_spo2_max_cross_cor,0.0
Monitor Ademhalingsfrequentie_skewness,0.0
apgar10 Pulse_pressure_max,0.0
apgar10 Pulse_pressure_var,0.0
apgar10 Pulse_pressure_mean,0.0
Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Ademhalingsfrequentie_min,0.0
Monitor Arteriele Bloeddruk Diastole_mean,0.0
Pulse_pressure_var Pulse_pressure_max,0.0
apgar10 Monitor Ademhalingsfrequentie_var,0.0
apgar10 Monitor Hartfrequentie_kurtosis,0.0
apgar10 Monitor Hartfrequentie_min,0.0
apgar10 Monitor Hartfrequentie_var,0.0
hr_spo2_max_cross_cor,0.0
Pulse_pressure_max,0.0
first_window_timestamp Monitor Hartfrequentie_kurtosis,0.0
Pulse_pressure_mean Pulse_pressure_max,0.0
Monitor Hartfrequentie_kurtosis,0.0
Monitor Hartfrequentie_var Monitor Ademhalingsfrequentie_min,0.0
Monitor Hartfrequentie_min Monitor Hartfrequentie_skewness,0.0
Monitor Hartfrequentie_var hr_spo2_max_cross_cor,0.0
Monitor Hartfrequentie_var Pulse_pressure_max,0.0
Monitor Hartfrequentie_var Pulse_pressure_var,0.0
Monitor Hartfrequentie_var Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Hartfrequentie_var Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Hartfrequentie_var Monitor Ademhalingsfrequentie_skewness,0.0
Pulse_pressure_max hr_spo2_max_cross_cor,0.0
Pulse_pressure_var hr_spo2_max_cross_cor,0.0
first_window_timestamp Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Hartfrequentie_var Monitor Hartfrequentie_kurtosis,0.0
Monitor Hartfrequentie_var Monitor Hartfrequentie_skewness,0.0
Monitor Hartfrequentie_var Monitor Hartfrequentie_min,0.0
first_window_timestamp hr_spo2_max_cross_cor,0.0
Monitor Ademhalingsfrequentie_var,0.0
first_window_timestamp Pulse_pressure_mean,0.0
Monitor Ademhalingsfrequentie_skewness Monitor Ademhalingsfrequentie_kurtosis,-0.008478609476173718
first_window_timestamp Monitor Arteriele Bloeddruk Diastole_mean,-0.010893418378836714
first_window_timestamp Pulse_pressure_var,-0.019394015400558698
Monitor Arteriele Bloeddruk Diastole_mean Pulse_pressure_max,-0.01953875450502121
Monitor Hartfrequentie_skewness Monitor Hartfrequentie_kurtosis,-0.020886593699570105
Monitor Ademhalingsfrequentie_var Pulse_pressure_var,-0.034776654502338564
apgar10 Monitor Ademhalingsfrequentie_skewness,-0.03892633647070218
Pulse_pressure_var,-0.039942363473379185
Monitor Hartfrequentie_var Monitor Ademhalingsfrequentie_var,-0.047892602902141694
first_window_timestamp Pulse_pressure_max,-0.06205151909522296
Monitor Ademhalingsfrequentie_skewness hr_spo2_max_cross_cor,-0.0761644919897395
Monitor Hartfrequentie_var,-0.08395440729179073
first_window_timestamp Monitor Ademhalingsfrequentie_var,-0.09077047647525759
Monitor Ademhalingsfrequentie_var Monitor Ademhalingsfrequentie_min,-0.11075175915771285
Monitor Hartfrequentie_min Monitor Ademhalingsfrequentie_min,-0.12073248077253036
Monitor Arteriele Bloeddruk Diastole_mean Pulse_pressure_mean,-0.12153859662851461
apgar10,-0.1237923390014182
Monitor Hartfrequentie_skewness Monitor Arteriele Bloeddruk Diastole_mean,-0.15311475438840524
Monitor Hartfrequentie_skewness,-0.18060185968806652
Monitor Ademhalingsfrequentie_skewness Pulse_pressure_var,-0.21599078136516361
first_window_timestamp Monitor Ademhalingsfrequentie_min,-0.23268693444691027
first_window_timestamp Monitor Hartfrequentie_min,-0.27178786250038844
apgar10 Monitor Ademhalingsfrequentie_min,-0.404990998130012
Pulse_pressure_mean,-0.49468969754482134
intercept,-2.3776543796643947
