Feature,Coefficient
Monitor Hartfrequentie_kurtosis Monitor Ademhalingsfrequentie_kurtosis,0.10703929836051294
Monitor Hartfrequentie_kurtosis Pulse_pressure_mean,0.07719082048056199
apgar10 Monitor Hartfrequentie_skewness,0.029153804043368866
Monitor Hartfrequentie_kurtosis Monitor Ademhalingsfrequentie_min,0.0
Monitor Ademhalingsfrequentie_skewness Pulse_pressure_mean,0.0
Monitor Hartfrequentie_skewness Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Ademhalingsfrequentie_kurtosis Pulse_pressure_var,0.0
Monitor Hartfrequentie_skewness Monitor Hartfrequentie_kurtosis,0.0
Monitor Ademhalingsfrequentie_kurtosis Pulse_pressure_mean,0.0
apgar10 Monitor Ademhalingsfrequentie_min,0.0
first_window_timestamp Monitor Hartfrequentie_kurtosis,0.0
Monitor Ademhalingsfrequentie_kurtosis hr_spo2_max_cross_cor,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Diastole_mean,-0.038258016367274036
Monitor Ademhalingsfrequentie_min,-0.03934015521999665
Monitor Hartfrequentie_kurtosis Monitor Arteriele Bloeddruk Diastole_mean,-0.23201429832490825
Monitor Ademhalingsfrequentie_min Pulse_pressure_mean,-0.3033983704901418
Monitor Ademhalingsfrequentie_min hr_spo2_max_cross_cor,-0.32935718680536374
Monitor Ademhalingsfrequentie_skewness hr_spo2_min_cross_cor,-0.3500325433896064
Monitor Arteriele Bloeddruk Diastole_mean,-0.35042918711223653
Monitor Ademhalingsfrequentie_skewness Monitor Ademhalingsfrequentie_kurtosis,-0.3674894304633671
Monitor Hartfrequentie_kurtosis hr_spo2_min_cross_cor,-0.6065341559476166
Monitor Arteriele Bloeddruk Diastole_mean Pulse_pressure_mean,-0.6359373337749077
first_window_timestamp Monitor Ademhalingsfrequentie_min,-0.6790195560227337
first_window_timestamp Monitor Arteriele Bloeddruk Diastole_mean,-0.7150281051509967
apgar10 hr_spo2_min_cross_cor,-0.7551860437755107
apgar10 Pulse_pressure_var,-0.8051400927321668
Pulse_pressure_mean Pulse_pressure_var,-0.8548490159980587
apgar10,-0.9256352944791221
hr_spo2_min_cross_cor hr_spo2_max_cross_cor,-0.9519357953323934
apgar10 Monitor Ademhalingsfrequentie_kurtosis,-1.006928353271997
first_window_timestamp,-1.0520274938819263
Monitor Arteriele Bloeddruk Diastole_mean Pulse_pressure_var,-1.2150336038527632
Monitor Hartfrequentie_skewness Pulse_pressure_mean,-1.2225406991641614
Monitor Hartfrequentie_skewness hr_spo2_min_cross_cor,-1.2333111843912208
apgar10 hr_spo2_max_cross_cor,-1.3914109062374729
first_window_timestamp Monitor Ademhalingsfrequentie_kurtosis,-1.6443264209721882
Monitor Hartfrequentie_kurtosis Pulse_pressure_var,-2.024645535991438
first_window_timestamp Pulse_pressure_mean,-2.3238385952649407
Monitor Ademhalingsfrequentie_skewness,-2.443180097543478
Pulse_pressure_mean,-2.629935232612902
Monitor Hartfrequentie_kurtosis Monitor Ademhalingsfrequentie_skewness,-2.833971826959901
Monitor Ademhalingsfrequentie_min hr_spo2_min_cross_cor,-3.044589017613062
Monitor Arteriele Bloeddruk Diastole_mean hr_spo2_min_cross_cor,-3.0898143058350627
Monitor Hartfrequentie_kurtosis,-3.5536206132496493
Pulse_pressure_var,-3.9283245927256254
Monitor Ademhalingsfrequentie_kurtosis,-4.187713845877719
first_window_timestamp Monitor Hartfrequentie_skewness,-4.1925854971390235
Monitor Ademhalingsfrequentie_skewness hr_spo2_max_cross_cor,-5.513079668306597
Monitor Ademhalingsfrequentie_skewness Pulse_pressure_var,-6.0155915256327
Pulse_pressure_var hr_spo2_max_cross_cor,-7.022533640054139
first_window_timestamp hr_spo2_max_cross_cor,-8.362348861505046
intercept,-9.52039278105518
