Feature,Coefficient
Monitor O2 Saturatie_min Monitor Arteriele Bloeddruk Diastole_kurtosis,0.03619654641530285
Monitor Ademhalingsfrequentie_kurtosis Pulse_pressure_slope,0.03478320234172484
Monitor Hartfrequentie_var Monitor Arteriele Bloeddruk Diastole_slope,0.03322760093686048
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Diastole_skewness,0.0313175746019122
Monitor Arteriele Bloeddruk Systole_skewness Pulse_pressure_var,0.030297253051798173
Monitor Hartfrequentie_slope Monitor Arteriele Bloeddruk Mean_max,0.028044263961145243
Monitor Hartfrequentie_max Pulse_pressure_mean,0.024232324440153226
Monitor Arteriele Bloeddruk Mean_slope hr_spo2_max_cross_cor,0.022286250707806057
Monitor Hartfrequentie_var Monitor Arteriele Bloeddruk Mean_skewness,0.022236946755523967
Monitor O2 Saturatie_min Monitor Ademhalingsfrequentie_var,0.02029435653800939
Monitor O2 Saturatie_mean Monitor Arteriele Bloeddruk Diastole_skewness,0.018399965211911794
Monitor Ademhalingsfrequentie_kurtosis Monitor Arteriele Bloeddruk Systole_min,0.012641131572772975
Monitor O2 Saturatie_skewness Monitor Arteriele Bloeddruk Systole_min,0.008497836563205323
Monitor Arteriele Bloeddruk Systole_slope hypothermia_status,0.003789561784733511
Monitor O2 Saturatie_max hypothermia_status,0.003610294771765413
Pulse_pressure_slope ventilation_status,0.0025179987407935017
Monitor Arteriele Bloeddruk Diastole_mean Pulse_pressure_min,5.1753353606009197e-05
Monitor Ademhalingsfrequentie_var Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Diastole_min,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Diastole_max,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Systole_min,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Systole_mean,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Systole_slope,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Systole_var,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Mean_skewness,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Diastole_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_var Pulse_pressure_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_var Pulse_pressure_skewness,0.0
Monitor Arteriele Bloeddruk Systole_var Pulse_pressure_slope,0.0
Monitor Arteriele Bloeddruk Systole_var Pulse_pressure_max,0.0
Monitor Arteriele Bloeddruk Systole_var Pulse_pressure_min,0.0
Monitor Ademhalingsfrequentie_var Monitor Ademhalingsfrequentie_skewness,0.0
Monitor Arteriele Bloeddruk Systole_var Pulse_pressure_mean,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Mean_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Mean_skewness,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Mean_slope,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Mean_max,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Mean_min,0.0
Monitor Arteriele Bloeddruk Systole_mean hypothermia_status,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Mean_var,0.0
Monitor Arteriele Bloeddruk Systole_var Monitor Arteriele Bloeddruk Mean_mean,0.0
Monitor Arteriele Bloeddruk Systole_mean ventilation_status,0.0
Monitor Arteriele Bloeddruk Systole_mean hr_spo2_min_cross_cor,0.0
Monitor Arteriele Bloeddruk Systole_mean o2_drop_count,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Diastole_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Diastole_skewness,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Diastole_max,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Diastole_min,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Diastole_var,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Systole_skewness,0.0
Monitor Arteriele Bloeddruk Systole_mean tachycardia_count,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Systole_slope,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Systole_min,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Systole_var,0.0
Monitor Ademhalingsfrequentie_kurtosis ventilation_status,0.0
Monitor Ademhalingsfrequentie_kurtosis o2_drop_count,0.0
Monitor Ademhalingsfrequentie_kurtosis tachycardia_count,0.0
Monitor Ademhalingsfrequentie_kurtosis bradycardia_count,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Mean_mean,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Mean_var,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Mean_min,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_mean bradycardia_count,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Arteriele Bloeddruk Systole_mean hr_spo2_max_cross_cor,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Systole_slope,0.0
Monitor Ademhalingsfrequentie_var Monitor Ademhalingsfrequentie_max,0.0
Monitor Arteriele Bloeddruk Systole_mean Pulse_pressure_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_mean Pulse_pressure_skewness,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Systole_skewness,0.0
Monitor Arteriele Bloeddruk Systole_mean Pulse_pressure_slope,0.0
Monitor Arteriele Bloeddruk Systole_mean Pulse_pressure_max,0.0
Monitor Arteriele Bloeddruk Systole_mean Pulse_pressure_min,0.0
Monitor Arteriele Bloeddruk Systole_mean Pulse_pressure_var,0.0
Monitor Arteriele Bloeddruk Systole_mean Pulse_pressure_mean,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Mean_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Mean_skewness,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Mean_slope,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Mean_max,0.0
Monitor Arteriele Bloeddruk Systole_var hr_spo2_min_cross_cor,0.0
Monitor Ademhalingsfrequentie_mean ventilation_status,0.0
Monitor Arteriele Bloeddruk Systole_var hr_spo2_max_cross_cor,0.0
Monitor Arteriele Bloeddruk Systole_min hypothermia_status,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Mean_slope,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Mean_max,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Mean_min,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Mean_var,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Mean_mean,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Diastole_kurtosis,0.0
Monitor Ademhalingsfrequentie_mean Monitor Arteriele Bloeddruk Diastole_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Diastole_skewness,0.0
Monitor Ademhalingsfrequentie_mean Monitor Arteriele Bloeddruk Mean_mean,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Diastole_max,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Diastole_min,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Diastole_var,0.0
Monitor Ademhalingsfrequentie_mean Monitor Arteriele Bloeddruk Mean_var,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Ademhalingsfrequentie_mean Monitor Arteriele Bloeddruk Mean_min,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Systole_skewness,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Systole_slope,0.0
Monitor Arteriele Bloeddruk Systole_min ventilation_status,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Mean_skewness,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Mean_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_max Pulse_pressure_mean,0.0
Monitor Arteriele Bloeddruk Systole_max o2_drop_count,0.0
Monitor Arteriele Bloeddruk Systole_slope Monitor Arteriele Bloeddruk Diastole_min,0.0
Monitor Ademhalingsfrequentie_mean Monitor Arteriele Bloeddruk Diastole_skewness,0.0
Monitor Arteriele Bloeddruk Systole_slope Monitor Arteriele Bloeddruk Diastole_var,0.0
Monitor Arteriele Bloeddruk Systole_slope Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Arteriele Bloeddruk Systole_slope Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_slope Monitor Arteriele Bloeddruk Systole_skewness,0.0
Monitor Arteriele Bloeddruk Systole_max ventilation_status,0.0
Monitor Arteriele Bloeddruk Systole_max hypothermia_status,0.0
Monitor Arteriele Bloeddruk Systole_max tachycardia_count,0.0
Monitor Arteriele Bloeddruk Systole_max Pulse_pressure_var,0.0
Monitor Arteriele Bloeddruk Systole_max bradycardia_count,0.0
Monitor Arteriele Bloeddruk Systole_max hr_spo2_max_cross_cor,0.0
Monitor Arteriele Bloeddruk Systole_max hr_spo2_min_cross_cor,0.0
Monitor Arteriele Bloeddruk Systole_max Pulse_pressure_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_max Pulse_pressure_skewness,0.0
Monitor Arteriele Bloeddruk Systole_max Pulse_pressure_slope,0.0
Monitor Arteriele Bloeddruk Systole_max Pulse_pressure_max,0.0
Monitor Arteriele Bloeddruk Systole_max Pulse_pressure_min,0.0
Monitor Ademhalingsfrequentie_mean Monitor Arteriele Bloeddruk Mean_max,0.0
Monitor Arteriele Bloeddruk Systole_min o2_drop_count,0.0
Monitor Ademhalingsfrequentie_var Monitor Ademhalingsfrequentie_min,0.0
Monitor Arteriele Bloeddruk Systole_min tachycardia_count,0.0
Monitor Ademhalingsfrequentie_mean Pulse_pressure_skewness,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Diastole_max,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Diastole_min,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Diastole_var,0.0
Monitor Ademhalingsfrequentie_mean hr_spo2_min_cross_cor,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Ademhalingsfrequentie_mean hr_spo2_max_cross_cor,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Ademhalingsfrequentie_mean bradycardia_count,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Systole_skewness,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Systole_slope,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Ademhalingsfrequentie_mean tachycardia_count,0.0
Monitor Arteriele Bloeddruk Systole_var ventilation_status,0.0
Monitor Ademhalingsfrequentie_mean hypothermia_status,0.0
Monitor Ademhalingsfrequentie_kurtosis hr_spo2_max_cross_cor,0.0
Monitor Arteriele Bloeddruk Systole_var hypothermia_status,0.0
Monitor Arteriele Bloeddruk Systole_var o2_drop_count,0.0
Monitor Arteriele Bloeddruk Systole_var tachycardia_count,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Diastole_skewness,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Diastole_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_min Pulse_pressure_min,0.0
Monitor Arteriele Bloeddruk Systole_min bradycardia_count,0.0
Monitor Arteriele Bloeddruk Systole_min hr_spo2_max_cross_cor,0.0
Monitor Arteriele Bloeddruk Systole_min hr_spo2_min_cross_cor,0.0
Monitor Arteriele Bloeddruk Systole_min Pulse_pressure_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_min Pulse_pressure_skewness,0.0
Monitor Arteriele Bloeddruk Systole_min Pulse_pressure_slope,0.0
Monitor Ademhalingsfrequentie_mean Pulse_pressure_min,0.0
Monitor Arteriele Bloeddruk Systole_min Pulse_pressure_max,0.0
Monitor Arteriele Bloeddruk Systole_min Pulse_pressure_var,0.0
Monitor Ademhalingsfrequentie_mean Pulse_pressure_slope,0.0
Monitor Arteriele Bloeddruk Systole_min Pulse_pressure_mean,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Mean_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Mean_skewness,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Mean_slope,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Mean_max,0.0
Monitor Ademhalingsfrequentie_mean Pulse_pressure_max,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Mean_var,0.0
Monitor Arteriele Bloeddruk Systole_min Monitor Arteriele Bloeddruk Mean_mean,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Diastole_var,0.0
Monitor Ademhalingsfrequentie_kurtosis Pulse_pressure_mean,0.0
Monitor Ademhalingsfrequentie_kurtosis hr_spo2_min_cross_cor,0.0
Monitor Ademhalingsfrequentie_kurtosis Pulse_pressure_kurtosis,0.0
Monitor Ademhalingsfrequentie_max o2_drop_count,0.0
Monitor Ademhalingsfrequentie_max tachycardia_count,0.0
Monitor Ademhalingsfrequentie_min Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Ademhalingsfrequentie_max hr_spo2_max_cross_cor,0.0
Monitor Ademhalingsfrequentie_max hr_spo2_min_cross_cor,0.0
Monitor Ademhalingsfrequentie_max Pulse_pressure_kurtosis,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Systole_mean,0.0
Monitor Ademhalingsfrequentie_max Pulse_pressure_skewness,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Systole_var,0.0
Monitor Ademhalingsfrequentie_max Pulse_pressure_slope,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Systole_min,0.0
Monitor Ademhalingsfrequentie_max Pulse_pressure_max,0.0
Monitor Ademhalingsfrequentie_max Pulse_pressure_min,0.0
Monitor Ademhalingsfrequentie_max Pulse_pressure_var,0.0
Monitor Ademhalingsfrequentie_max Pulse_pressure_mean,0.0
Monitor Ademhalingsfrequentie_max Monitor Arteriele Bloeddruk Mean_kurtosis,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Systole_slope,0.0
Monitor Ademhalingsfrequentie_max Monitor Arteriele Bloeddruk Mean_skewness,0.0
Monitor Ademhalingsfrequentie_max hypothermia_status,0.0
Monitor Ademhalingsfrequentie_max ventilation_status,0.0
Monitor Ademhalingsfrequentie_slope Monitor Ademhalingsfrequentie_skewness,0.0
Monitor Ademhalingsfrequentie_var ventilation_status,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Mean_mean,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Diastole_kurtosis,0.0
Monitor Ademhalingsfrequentie_var tachycardia_count,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Diastole_skewness,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Diastole_max,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Diastole_min,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Diastole_var,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Diastole_mean,0.0
Monitor Ademhalingsfrequentie_min Monitor Ademhalingsfrequentie_skewness,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Systole_skewness,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Systole_slope,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Systole_min,0.0
Monitor Ademhalingsfrequentie_min Monitor Ademhalingsfrequentie_slope,0.0
Monitor Ademhalingsfrequentie_slope Monitor Arteriele Bloeddruk Systole_mean,0.0
