Feature,Coefficient
Monitor O2 Saturatie_var Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor O2 Saturatie_var Pulse_pressure_mean,0.0
Monitor O2 Saturatie_var Pulse_pressure_var,0.0
Monitor O2 Saturatie_min Monitor O2 Saturatie_slope,0.0
Monitor O2 Saturatie_min Monitor Ademhalingsfrequentie_var,0.0
Monitor O2 Saturatie_slope Pulse_pressure_mean,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Systole_mean,0.0
Monitor Ademhalingsfrequentie_var Monitor Ademhalingsfrequentie_skewness,0.0
Monitor Ademhalingsfrequentie_var Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Ademhalingsfrequentie_kurtosis Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Ademhalingsfrequentie_kurtosis Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Ademhalingsfrequentie_kurtosis Pulse_pressure_mean,0.0
Monitor Ademhalingsfrequentie_kurtosis Pulse_pressure_var,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_mean Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Arteriele Bloeddruk Systole_mean Pulse_pressure_mean,0.0
Monitor Arteriele Bloeddruk Systole_mean Pulse_pressure_var,0.0
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Arteriele Bloeddruk Systole_max Pulse_pressure_mean,0.0
Monitor Arteriele Bloeddruk Systole_max Pulse_pressure_var,0.0
Monitor Arteriele Bloeddruk Systole_kurtosis Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Arteriele Bloeddruk Systole_kurtosis Pulse_pressure_mean,0.0
Monitor Arteriele Bloeddruk Systole_kurtosis Pulse_pressure_var,0.0
Monitor Arteriele Bloeddruk Diastole_slope Pulse_pressure_mean,0.0
Pulse_pressure_mean Pulse_pressure_var,0.0
Monitor Ademhalingsfrequentie_kurtosis Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Ademhalingsfrequentie_kurtosis Monitor Arteriele Bloeddruk Systole_mean,0.0
Monitor Ademhalingsfrequentie_skewness Pulse_pressure_var,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Hartfrequentie_var,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Ademhalingsfrequentie_var Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Ademhalingsfrequentie_var Pulse_pressure_mean,0.0
Monitor Ademhalingsfrequentie_var Pulse_pressure_var,0.0
Monitor Ademhalingsfrequentie_min Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Ademhalingsfrequentie_skewness Pulse_pressure_mean,0.0
Monitor Ademhalingsfrequentie_min Pulse_pressure_mean,0.0
Monitor Ademhalingsfrequentie_min Pulse_pressure_var,0.0
Monitor Ademhalingsfrequentie_skewness Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Ademhalingsfrequentie_skewness Monitor Arteriele Bloeddruk Systole_mean,0.0
Monitor Ademhalingsfrequentie_skewness Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Ademhalingsfrequentie_skewness Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Ademhalingsfrequentie_skewness Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor O2 Saturatie_mean Monitor Arteriele Bloeddruk Systole_mean,0.0
Monitor O2 Saturatie_mean Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor O2 Saturatie_mean Monitor Ademhalingsfrequentie_skewness,0.0
first_window_timestamp Monitor Ademhalingsfrequentie_skewness,0.0
first_window_timestamp Monitor Arteriele Bloeddruk Systole_mean,0.0
first_window_timestamp Monitor Arteriele Bloeddruk Systole_max,0.0
first_window_timestamp Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
first_window_timestamp Monitor Arteriele Bloeddruk Diastole_slope,0.0
first_window_timestamp Pulse_pressure_mean,0.0
first_window_timestamp Pulse_pressure_var,0.0
Monitor Hartfrequentie_var Monitor Hartfrequentie_skewness,0.0
Monitor Hartfrequentie_var Monitor O2 Saturatie_mean,0.0
Monitor Hartfrequentie_var Monitor O2 Saturatie_var,0.0
Monitor Hartfrequentie_var Monitor O2 Saturatie_min,0.0
Monitor Hartfrequentie_var Monitor O2 Saturatie_slope,0.0
Monitor O2 Saturatie_mean Monitor Ademhalingsfrequentie_min,0.0
Monitor Hartfrequentie_var Monitor Ademhalingsfrequentie_skewness,0.0
Monitor Hartfrequentie_var Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Hartfrequentie_var Monitor Arteriele Bloeddruk Systole_mean,0.0
first_window_timestamp Monitor Ademhalingsfrequentie_kurtosis,0.0
first_window_timestamp Monitor Ademhalingsfrequentie_var,0.0
Monitor Hartfrequentie_var Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
first_window_timestamp Monitor O2 Saturatie_slope,0.0
Monitor Hartfrequentie_kurtosis,0.0
Monitor O2 Saturatie_mean,0.0
Monitor O2 Saturatie_slope,0.0
Monitor Ademhalingsfrequentie_var,0.0
Monitor Ademhalingsfrequentie_min,0.0
Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Arteriele Bloeddruk Systole_mean,0.0
Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Arteriele Bloeddruk Diastole_slope,0.0
Pulse_pressure_var,0.0
first_window_timestamp Monitor Hartfrequentie_var,0.0
first_window_timestamp Monitor Hartfrequentie_skewness,0.0
first_window_timestamp Monitor Hartfrequentie_kurtosis,0.0
first_window_timestamp Monitor O2 Saturatie_min,0.0
Monitor Hartfrequentie_var Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Hartfrequentie_var Monitor Ademhalingsfrequentie_min,0.0
Monitor Hartfrequentie_var Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Hartfrequentie_kurtosis Monitor O2 Saturatie_mean,0.0
Monitor Hartfrequentie_kurtosis Monitor O2 Saturatie_min,0.0
Monitor Hartfrequentie_var Pulse_pressure_mean,0.0
Monitor Hartfrequentie_kurtosis Monitor Ademhalingsfrequentie_var,0.0
Monitor Hartfrequentie_kurtosis Monitor Ademhalingsfrequentie_min,0.0
Monitor Hartfrequentie_kurtosis Monitor Ademhalingsfrequentie_skewness,0.0
Monitor Hartfrequentie_kurtosis Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Hartfrequentie_kurtosis Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Hartfrequentie_kurtosis Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Hartfrequentie_kurtosis Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Hartfrequentie_kurtosis Pulse_pressure_mean,0.0
Monitor Hartfrequentie_kurtosis Pulse_pressure_var,0.0
Monitor O2 Saturatie_mean Monitor O2 Saturatie_var,0.0
Monitor O2 Saturatie_mean Monitor O2 Saturatie_min,0.0
Monitor O2 Saturatie_mean Monitor O2 Saturatie_slope,0.0
Monitor O2 Saturatie_mean Monitor Ademhalingsfrequentie_var,0.0
Monitor Hartfrequentie_kurtosis Monitor O2 Saturatie_var,0.0
Monitor Hartfrequentie_kurtosis Monitor O2 Saturatie_slope,0.0
Monitor Hartfrequentie_skewness Monitor O2 Saturatie_min,0.0
Monitor Hartfrequentie_skewness Monitor Arteriele Bloeddruk Systole_mean,0.0
Monitor Hartfrequentie_skewness Monitor O2 Saturatie_var,0.0
Monitor Hartfrequentie_skewness Pulse_pressure_mean,0.0
Monitor Hartfrequentie_skewness Monitor O2 Saturatie_slope,0.0
Monitor Hartfrequentie_var Pulse_pressure_var,0.0
Monitor Hartfrequentie_skewness Monitor Ademhalingsfrequentie_kurtosis,0.0
Monitor Hartfrequentie_skewness Monitor Ademhalingsfrequentie_var,0.0
Monitor Hartfrequentie_skewness Monitor Arteriele Bloeddruk Systole_max,0.0
Monitor Hartfrequentie_skewness Monitor Arteriele Bloeddruk Systole_kurtosis,0.0
Monitor Hartfrequentie_skewness Monitor Arteriele Bloeddruk Diastole_slope,0.0
Monitor Hartfrequentie_skewness Monitor O2 Saturatie_mean,0.0
Monitor Hartfrequentie_skewness Monitor Hartfrequentie_kurtosis,-0.0036440777901688586
Monitor O2 Saturatie_min,-0.010154931907600752
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Systole_mean,-0.0206223366524426
Monitor Ademhalingsfrequentie_var Monitor Ademhalingsfrequentie_min,-0.025847975871335194
Monitor Hartfrequentie_var Monitor Ademhalingsfrequentie_var,-0.027315690248120167
Monitor Ademhalingsfrequentie_min Monitor Arteriele Bloeddruk Systole_max,-0.02856117706080419
Monitor O2 Saturatie_var Monitor Ademhalingsfrequentie_var,-0.055852042719312725
Monitor O2 Saturatie_var Monitor O2 Saturatie_min,-0.060469006782684194
Monitor Ademhalingsfrequentie_skewness,-0.08192974162861077
Monitor Arteriele Bloeddruk Diastole_slope Pulse_pressure_var,-0.08346140872740382
Monitor O2 Saturatie_min Monitor Ademhalingsfrequentie_min,-0.09333437258228412
Monitor Hartfrequentie_skewness,-0.10669194847417653
Monitor Arteriele Bloeddruk Systole_max Monitor Arteriele Bloeddruk Systole_kurtosis,-0.11935942989071846
first_window_timestamp Monitor O2 Saturatie_var,-0.1613463297176808
first_window_timestamp Monitor Ademhalingsfrequentie_min,-0.2403013177980093
Pulse_pressure_mean,-0.5178055435755444
intercept,-2.019428636106173
