Feature,Coefficient,Train set stdev,Odds ratio
Gestational age Breathing Rate min,0.1479572254280912,355.38953410106024,1.0004164107678517
Diastolic Bood Pressure skewness Pulse Pressure skewness,0.1470742588465369,4.291712806190703,1.0348633218237764
Pulse Pressure variability Pulse Pressure min,0.13992045870658168,68.61567721353734,1.0020412713781004
First window timestamp Breathing Rate skewness,0.13796644322607046,8593.40582640844,1.000016055048899
First window timestamp Breathing Rate max,0.13549743003524728,165148.88771469847,1.0000008204565438
First window timestamp Heart Rate slope,0.13306516072835065,148.5626999320639,1.0008960847555968
Heart Rate slope Oxygen Saturation max,0.12646899185410282,3.9766536740808593,1.0323139831189534
Heart Rate max Oxygen Saturation slope,0.12441435934559567,1.0340586192079826,1.1278538104244622
Pulse Pressure min Hypothermia status,0.12296471836089601,16.650302923964485,1.0074124713650183
Oxygen Saturation mean Oxygen Saturation variability,0.12044878976146653,482.2489871869289,1.0002497959272998
Oxygen Saturation slope Oxygen Saturation drops,0.11596512310071427,0.04075379279345758,17.21024846823589
Oxygen Saturation slope Breathing Rate slope,0.11414428610047098,0.00025332085398455546,4.892256636179129e+195
Breathing Rate variability Mean Blood Pressure skewness,0.11276997485440195,209.3711547677081,1.0005387578346516
Breathing Rate mean Mean Blood Pressure kurtosis,0.10673472100738003,1447.680585688424,1.0000737308055607
Pulse Pressure slope Hypothermia status,0.08952238911792956,0.01244966171932895,1327.0964622082395
Oxygen Saturation min Systolic Blood Pressure kurtosis,0.08672664148571405,1497.9418813916004,1.000057898876603
Mean Blood Pressure skewness Pulse Pressure slope,0.08664398385865761,0.03967643176332384,8.879671093706293
Mean Blood Pressure max Pulse Pressure skewness,0.0811762301855919,138.8684146062033,1.0005847259150067
Breathing Rate slope Ventilation status,0.08085287125634565,0.0301645663123508,14.590816140713672
Heart Rate skewness Mean Blood Pressure max,0.08082945080020312,92.21802033728719,1.0008768881019046
Oxygen Saturation mean Pulse Pressure mean,0.07578999152682145,457.12862469811057,1.000165809513141
Heart Rate skewness Heart Rate kurtosis,0.07400123475133748,23.996260965334088,1.0030886252304432
Heart Rate max Pulse Pressure min,0.07352838867123546,891.3596719141207,1.0000824935475041
Oxygen Saturation slope Bradycardia count,0.07026776901739636,0.39957027128859257,1.1922691629542215
Systolic Blood Pressure skewness Pulse Pressure max,0.06971300858091939,42.46063864155843,1.001643175196692
First window timestamp Heart Rate skewness,0.06752401462333583,3161.6805145614994,1.0000213572292875
Diastolic Bood Pressure slope Pulse Pressure slope,0.06735966006099874,0.00026099924745450045,1.214342115116457e+112
Systolic Blood Pressure skewness Ventilation status,0.06530723142137371,1.8250879844953196,1.0364309779500407
Heart Rate slope Pulse Pressure slope,0.06425788605400574,0.0005160345285803432,1.2006455594955851e+54
Systolic Blood Pressure variability Systolic Blood Pressure skewness,0.05978670011718605,98.91564334936614,1.0006046037805945
Heart Rate skewness Mean Blood Pressure min,0.05718837623644976,35.60092598078325,1.001607664188626
Heart Rate max Mean Blood Pressure skewness,0.05585179002488436,406.37749305131905,1.0001374476422549
Heart Rate variability Oxygen Saturation variability,0.05560382458476078,622.0286459594141,1.0000893950950065
Diastolic Bood Pressure mean Pulse Pressure slope,0.05083765570571819,0.42215804549030544,1.1279741972995938
Heart Rate skewness Pulse Pressure mean,0.04901713363248965,18.93197435936605,1.002592473616109
Oxygen Saturation slope Breathing Rate min,0.04889429053370466,0.1832123623568961,1.3058735758490911
Heart Rate max Mean Blood Pressure variability,0.04855519334390508,11407.130155548879,1.0000042565742673
Breathing Rate max Diastolic Bood Pressure mean,0.04655011803620293,838.0043450095925,1.000055550321712
Systolic Blood Pressure skewness Mean Blood Pressure max,0.04499183562949816,210.22271357028077,1.0002140427634196
Systolic Blood Pressure variability Pulse Pressure variability,0.044428112065802716,773.8965585117003,1.0000574099818296
Heart Rate mean Oxygen Saturation skewness,0.04155508115554704,378.0613914837922,1.0001099222665
Breathing Rate variability Systolic Blood Pressure min,0.040314188649629074,2975.8097689132946,1.0000135473920901
First window timestamp Diastolic Bood Pressure mean,0.03861757316800041,87504.58272996375,1.000000441320677
Oxygen Saturation min Ventilation status,0.03657822905290481,52.246317016779884,1.0007003562843069
Oxygen Saturation min Diastolic Bood Pressure kurtosis,0.03619654641530285,2265.8780855773534,1.0000159747498156
Breathing Rate kurtosis Pulse Pressure slope,0.03478320234172484,0.3367249605105794,1.1088224057450766
Heart Rate variability Diastolic Bood Pressure slope,0.03322760093686048,2.225545980606478,1.0150421001530299
Systolic Blood Pressure variability Diastolic Bood Pressure skewness,0.0313175746019122,126.72825215039127,1.0002471543957179
Systolic Blood Pressure skewness Pulse Pressure variability,0.030297253051798173,12.833394435372023,1.002363602587696
Heart Rate slope Mean Blood Pressure max,0.028044263961145243,3.8175864389237604,1.0073731203463137
Heart Rate max Pulse Pressure mean,0.024232324440153226,923.39316594465,1.0000262430384992
Mean Blood Pressure slope Heart Rate - Oxygen sat. max. cross-correlation,0.022286250707806057,81599.41237809462,1.0000002731178217
Heart Rate variability Mean Blood Pressure skewness,0.022236946755523967,239.9500235255891,1.0000926775369536
Oxygen Saturation min Breathing Rate variability,0.02029435653800939,4743.2912326906135,1.000004278548155
Oxygen Saturation mean Diastolic Bood Pressure skewness,0.018399965211911794,192.92996639951687,1.0000953757624942
Breathing Rate kurtosis Systolic Blood Pressure min,0.012641131572772975,1584.4297232574029,1.0000079783797382
Oxygen Saturation skewness Systolic Blood Pressure min,0.008497836563205323,169.43176762927337,1.0000501561766713
Systolic Blood Pressure slope Hypothermia status,0.003789561784733511,0.025142555837875346,1.1626745683985498
Oxygen Saturation max Hypothermia status,0.003610294771765413,96.92427879274521,1.0000372493048884
Pulse Pressure slope Ventilation status,0.0025179987407935017,0.011046245848033352,1.2560233186469847
Diastolic Bood Pressure mean Pulse Pressure min,5.1753353606009197e-05,238.44935593884523,1.0000002170413043
Breathing Rate variability Breathing Rate kurtosis,0.0,164.0017813373438,1.0
Systolic Blood Pressure variability Diastolic Bood Pressure mean,0.0,1257.0332671457984,1.0
Systolic Blood Pressure variability Diastolic Bood Pressure min,0.0,813.4074765710626,1.0
Systolic Blood Pressure variability Diastolic Bood Pressure max,0.0,2640.9717153508946,1.0
Systolic Blood Pressure variability Systolic Blood Pressure min,0.0,1278.719957574729,1.0
Systolic Blood Pressure variability Systolic Blood Pressure kurtosis,0.0,1025.3219275007816,1.0
Breathing Rate variability Systolic Blood Pressure mean,0.0,3679.031788723467,1.0
Systolic Blood Pressure variability Systolic Blood Pressure slope,0.0,1.8108558457437727,1.0
Breathing Rate variability Systolic Blood Pressure variability,0.0,2689.6064889401796,1.0
Systolic Blood Pressure variability Systolic Blood Pressure max,0.0,3297.786996212837,1.0
Breathing Rate min Mean Blood Pressure skewness,0.0,85.85379376251387,1.0
Systolic Blood Pressure variability Diastolic Bood Pressure slope,0.0,1.3394991273686214,1.0
Systolic Blood Pressure variability Diastolic Bood Pressure kurtosis,0.0,1513.8115571966066,1.0
Systolic Blood Pressure variability Pulse Pressure kurtosis,0.0,334.77007325419714,1.0
Systolic Blood Pressure variability Pulse Pressure skewness,0.0,57.955314918303735,1.0
Systolic Blood Pressure variability Pulse Pressure slope,0.0,0.7382883392160761,1.0
Systolic Blood Pressure variability Pulse Pressure max,0.0,1078.9100720858262,1.0
Systolic Blood Pressure variability Pulse Pressure min,0.0,419.3644170610048,1.0
Breathing Rate variability Breathing Rate skewness,0.0,51.57304781467277,1.0
Systolic Blood Pressure variability Pulse Pressure mean,0.0,651.2005213166592,1.0
Systolic Blood Pressure variability Mean Blood Pressure kurtosis,0.0,872.845482923158,1.0
Systolic Blood Pressure variability Mean Blood Pressure skewness,0.0,103.43799577846569,1.0
Systolic Blood Pressure variability Mean Blood Pressure slope,0.0,1.5070293824114107,1.0
Systolic Blood Pressure variability Mean Blood Pressure max,0.0,3373.9207209151173,1.0
Systolic Blood Pressure variability Mean Blood Pressure min,0.0,1005.6111807530082,1.0
Systolic Blood Pressure mean Hypothermia status,0.0,61.39336304790513,1.0
Systolic Blood Pressure variability Mean Blood Pressure variability,0.0,4944.1100728141455,1.0
Systolic Blood Pressure variability Mean Blood Pressure mean,0.0,1542.313353134346,1.0
Systolic Blood Pressure mean Ventilation status,0.0,38.171288936494044,1.0
Systolic Blood Pressure mean Heart Rate - Oxygen sat. min. cross-correlation,0.0,154837.35182807536,1.0
Systolic Blood Pressure mean Oxygen Saturation drops,0.0,173.09284388547582,1.0
Systolic Blood Pressure mean Systolic Blood Pressure kurtosis,0.0,989.9302806211012,1.0
Systolic Blood Pressure mean Diastolic Bood Pressure kurtosis,0.0,1557.0267374085674,1.0
Systolic Blood Pressure mean Diastolic Bood Pressure skewness,0.0,117.06302699504832,1.0
Systolic Blood Pressure mean Diastolic Bood Pressure slope,0.0,1.0584604361442722,1.0
Systolic Blood Pressure mean Diastolic Bood Pressure max,0.0,1267.5581655097615,1.0
Systolic Blood Pressure mean Diastolic Bood Pressure min,0.0,541.1440854543821,1.0
Systolic Blood Pressure mean Diastolic Bood Pressure variability,0.0,1200.0517426488275,1.0
Systolic Blood Pressure mean Diastolic Bood Pressure mean,0.0,615.7485592434157,1.0
Breathing Rate variability Diastolic Bood Pressure mean,0.0,2434.485317580842,1.0
Systolic Blood Pressure mean Systolic Blood Pressure skewness,0.0,88.09132752407024,1.0
Systolic Blood Pressure mean Tachycardia count,0.0,462.71201947939323,1.0
Systolic Blood Pressure mean Systolic Blood Pressure slope,0.0,1.3845181558552306,1.0
Systolic Blood Pressure mean Systolic Blood Pressure max,0.0,1455.500349725669,1.0
Systolic Blood Pressure mean Systolic Blood Pressure min,0.0,839.3623482390042,1.0
Systolic Blood Pressure mean Systolic Blood Pressure variability,0.0,1885.2022572227193,1.0
Breathing Rate kurtosis Ventilation status,0.0,34.45910274364585,1.0
Breathing Rate kurtosis Oxygen Saturation drops,0.0,125.15891876220479,1.0
Breathing Rate kurtosis Tachycardia count,0.0,24.099159651297988,1.0
Breathing Rate kurtosis Bradycardia count,0.0,2685.7989277899396,1.0
Systolic Blood Pressure mean Mean Blood Pressure mean,0.0,756.487717124055,1.0
Systolic Blood Pressure mean Mean Blood Pressure variability,0.0,4672.289073006608,1.0
Systolic Blood Pressure mean Mean Blood Pressure min,0.0,694.7362198583002,1.0
Breathing Rate variability Systolic Blood Pressure kurtosis,0.0,445.50588471779224,1.0
Systolic Blood Pressure mean Bradycardia count,0.0,4165.078120037857,1.0
Breathing Rate variability Systolic Blood Pressure max,0.0,4770.6137619957335,1.0
Systolic Blood Pressure mean Heart Rate - Oxygen sat. max. cross-correlation,0.0,56611282.21221395,1.0
Breathing Rate variability Systolic Blood Pressure slope,0.0,1.5251649014156494,1.0
Breathing Rate variability Breathing Rate max,0.0,5665.201789626823,1.0
Systolic Blood Pressure mean Pulse Pressure kurtosis,0.0,695.1287243306389,1.0
Systolic Blood Pressure mean Pulse Pressure skewness,0.0,82.12306255657201,1.0
Breathing Rate variability Systolic Blood Pressure skewness,0.0,71.38375480696924,1.0
Systolic Blood Pressure mean Pulse Pressure slope,0.0,0.6309975429611329,1.0
Systolic Blood Pressure mean Pulse Pressure max,0.0,611.2004059223257,1.0
Systolic Blood Pressure mean Pulse Pressure min,0.0,399.7053115217853,1.0
Systolic Blood Pressure mean Pulse Pressure variability,0.0,435.87228743788296,1.0
Systolic Blood Pressure mean Pulse Pressure mean,0.0,420.5054144815985,1.0
Systolic Blood Pressure mean Mean Blood Pressure kurtosis,0.0,1909.5036142641566,1.0
Systolic Blood Pressure mean Mean Blood Pressure skewness,0.0,170.85335846461933,1.0
Systolic Blood Pressure mean Mean Blood Pressure slope,0.0,1.2359772039785928,1.0
Systolic Blood Pressure mean Mean Blood Pressure max,0.0,2180.2232599178174,1.0
Systolic Blood Pressure variability Heart Rate - Oxygen sat. min. cross-correlation,0.0,327153.5843401913,1.0
Breathing Rate mean Ventilation status,0.0,28.04353717704531,1.0
Systolic Blood Pressure variability Heart Rate - Oxygen sat. max. cross-correlation,0.0,122072047.1315908,1.0
Systolic Blood Pressure min Hypothermia status,0.0,50.54779487677819,1.0
Systolic Blood Pressure max Mean Blood Pressure slope,0.0,1.6890043460000619,1.0
Systolic Blood Pressure max Mean Blood Pressure max,0.0,3892.160419749114,1.0
Systolic Blood Pressure max Mean Blood Pressure min,0.0,1007.6396367084191,1.0
Systolic Blood Pressure max Mean Blood Pressure variability,0.0,7253.431996109224,1.0
Systolic Blood Pressure max Mean Blood Pressure mean,0.0,1169.6559720393586,1.0
Systolic Blood Pressure max Diastolic Bood Pressure kurtosis,0.0,3800.509518387887,1.0
Breathing Rate mean Diastolic Bood Pressure kurtosis,0.0,970.6178910263479,1.0
Systolic Blood Pressure max Diastolic Bood Pressure skewness,0.0,275.7030534828931,1.0
Breathing Rate mean Mean Blood Pressure mean,0.0,680.2346799878279,1.0
Systolic Blood Pressure max Diastolic Bood Pressure slope,0.0,1.4446852269733783,1.0
Systolic Blood Pressure max Diastolic Bood Pressure max,0.0,3316.4827717500257,1.0
Systolic Blood Pressure max Diastolic Bood Pressure min,0.0,792.791957383245,1.0
Systolic Blood Pressure max Diastolic Bood Pressure variability,0.0,2361.917917355664,1.0
Breathing Rate mean Mean Blood Pressure variability,0.0,3403.5902236562742,1.0
Systolic Blood Pressure max Diastolic Bood Pressure mean,0.0,952.5751198079629,1.0
Breathing Rate mean Mean Blood Pressure min,0.0,573.8806055781039,1.0
Systolic Blood Pressure max Systolic Blood Pressure skewness,0.0,206.99073509922795,1.0
Systolic Blood Pressure max Systolic Blood Pressure slope,0.0,1.898935840363639,1.0
Systolic Blood Pressure min Ventilation status,0.0,31.316757074848876,1.0
Systolic Blood Pressure max Mean Blood Pressure skewness,0.0,245.9960076870896,1.0
Systolic Blood Pressure max Mean Blood Pressure kurtosis,0.0,2610.2933043316566,1.0
Systolic Blood Pressure max Pulse Pressure mean,0.0,588.1610366395652,1.0
Systolic Blood Pressure max Oxygen Saturation drops,0.0,224.11976758872834,1.0
Systolic Blood Pressure slope Diastolic Bood Pressure min,0.0,0.6933658056630028,1.0
Breathing Rate mean Diastolic Bood Pressure skewness,0.0,74.23072033011793,1.0
Systolic Blood Pressure slope Diastolic Bood Pressure variability,0.0,1.0325381592860852,1.0
Systolic Blood Pressure slope Diastolic Bood Pressure mean,0.0,0.922839956240385,1.0
Systolic Blood Pressure slope Systolic Blood Pressure kurtosis,0.0,0.3015302936471202,1.0
Systolic Blood Pressure slope Systolic Blood Pressure skewness,0.0,0.0301679058517457,1.0
Systolic Blood Pressure max Ventilation status,0.0,51.707744241008456,1.0
Systolic Blood Pressure max Hypothermia status,0.0,80.1232095945474,1.0
Systolic Blood Pressure max Tachycardia count,0.0,592.1980880360206,1.0
Systolic Blood Pressure max Pulse Pressure variability,0.0,628.9122546118862,1.0
Systolic Blood Pressure max Bradycardia count,0.0,5320.419914421866,1.0
Systolic Blood Pressure max Heart Rate - Oxygen sat. max. cross-correlation,0.0,90917970.65316188,1.0
Systolic Blood Pressure max Heart Rate - Oxygen sat. min. cross-correlation,0.0,247740.11260523828,1.0
Systolic Blood Pressure max Pulse Pressure kurtosis,0.0,1024.4190858588915,1.0
Systolic Blood Pressure max Pulse Pressure skewness,0.0,119.93054280416086,1.0
Systolic Blood Pressure max Pulse Pressure slope,0.0,0.8503429442988888,1.0
Systolic Blood Pressure max Pulse Pressure max,0.0,953.0711055707706,1.0
Systolic Blood Pressure max Pulse Pressure min,0.0,494.62333784636866,1.0
Breathing Rate mean Mean Blood Pressure max,0.0,1745.3753539011009,1.0
Systolic Blood Pressure min Oxygen Saturation drops,0.0,137.46132869966743,1.0
Breathing Rate variability Breathing Rate min,0.0,1553.4549762926142,1.0
Systolic Blood Pressure min Tachycardia count,0.0,321.41616756359906,1.0
Breathing Rate mean Pulse Pressure skewness,0.0,61.288970461408034,1.0
Systolic Blood Pressure min Diastolic Bood Pressure max,0.0,1038.826049622574,1.0
Systolic Blood Pressure min Diastolic Bood Pressure min,0.0,497.6847015780541,1.0
Systolic Blood Pressure min Diastolic Bood Pressure variability,0.0,822.9520167971837,1.0
Breathing Rate mean Heart Rate - Oxygen sat. min. cross-correlation,0.0,186639.03390642337,1.0
Systolic Blood Pressure min Diastolic Bood Pressure mean,0.0,531.00224256469,1.0
Breathing Rate mean Heart Rate - Oxygen sat. max. cross-correlation,0.0,69927619.85582799,1.0
Systolic Blood Pressure min Systolic Blood Pressure kurtosis,0.0,833.3110772888156,1.0
Breathing Rate mean Bradycardia count,0.0,2001.012235995674,1.0
Systolic Blood Pressure min Systolic Blood Pressure skewness,0.0,72.73991931292694,1.0
Systolic Blood Pressure min Systolic Blood Pressure slope,0.0,1.0671621385398695,1.0
Systolic Blood Pressure min Systolic Blood Pressure max,0.0,1205.148243711714,1.0
Breathing Rate mean Tachycardia count,0.0,556.5840908205429,1.0
Systolic Blood Pressure variability Ventilation status,0.0,39.53221556559404,1.0
Breathing Rate mean Hypothermia status,0.0,43.37218322035456,1.0
Breathing Rate kurtosis Heart Rate - Oxygen sat. max. cross-correlation,0.0,133929388.81217006,1.0
Systolic Blood Pressure variability Hypothermia status,0.0,46.51656550830371,1.0
Systolic Blood Pressure variability Oxygen Saturation drops,0.0,156.2532267516609,1.0
Systolic Blood Pressure variability Tachycardia count,0.0,521.0766356094492,1.0
Systolic Blood Pressure min Diastolic Bood Pressure slope,0.0,0.8173590931424002,1.0
Systolic Blood Pressure min Diastolic Bood Pressure skewness,0.0,96.34987660169149,1.0
Systolic Blood Pressure min Diastolic Bood Pressure kurtosis,0.0,1296.011722455208,1.0
Systolic Blood Pressure min Pulse Pressure min,0.0,344.09302797613753,1.0
Systolic Blood Pressure min Bradycardia count,0.0,3369.2017407412736,1.0
Systolic Blood Pressure min Heart Rate - Oxygen sat. max. cross-correlation,0.0,50375026.2019277,1.0
Systolic Blood Pressure min Heart Rate - Oxygen sat. min. cross-correlation,0.0,137707.16673862012,1.0
Systolic Blood Pressure min Pulse Pressure kurtosis,0.0,594.6455494281248,1.0
Systolic Blood Pressure min Pulse Pressure skewness,0.0,68.23164222304905,1.0
Systolic Blood Pressure min Pulse Pressure slope,0.0,0.492489458206538,1.0
Breathing Rate mean Pulse Pressure min,0.0,273.05166210078687,1.0
Systolic Blood Pressure min Pulse Pressure max,0.0,503.64204782717513,1.0
Systolic Blood Pressure min Pulse Pressure variability,0.0,319.23758317578887,1.0
Breathing Rate mean Pulse Pressure slope,0.0,0.42187756142805727,1.0
Systolic Blood Pressure min Pulse Pressure mean,0.0,359.2418430358822,1.0
Systolic Blood Pressure min Mean Blood Pressure kurtosis,0.0,1641.7708333302724,1.0
Systolic Blood Pressure min Mean Blood Pressure skewness,0.0,145.5381444414158,1.0
Systolic Blood Pressure min Mean Blood Pressure slope,0.0,0.9634360858299317,1.0
Systolic Blood Pressure min Mean Blood Pressure max,0.0,1808.496281362622,1.0
Breathing Rate mean Pulse Pressure max,0.0,485.8893261169885,1.0
Systolic Blood Pressure min Mean Blood Pressure variability,0.0,3782.205458333454,1.0
Systolic Blood Pressure min Mean Blood Pressure mean,0.0,655.2554577017701,1.0
Breathing Rate variability Diastolic Bood Pressure variability,0.0,1791.1301503908267,1.0
Breathing Rate kurtosis Pulse Pressure mean,0.0,634.6743627726567,1.0
Breathing Rate kurtosis Heart Rate - Oxygen sat. min. cross-correlation,0.0,358700.2968182809,1.0
Breathing Rate kurtosis Pulse Pressure kurtosis,0.0,203.70073588947443,1.0
Breathing Rate max Oxygen Saturation drops,0.0,205.04140380868054,1.0
Breathing Rate max Tachycardia count,0.0,756.234939278992,1.0
Breathing Rate min Breathing Rate kurtosis,0.0,1141.2634522333535,1.0
Breathing Rate max Heart Rate - Oxygen sat. max. cross-correlation,0.0,101600848.30547923,1.0
Breathing Rate max Heart Rate - Oxygen sat. min. cross-correlation,0.0,270878.3605189421,1.0
Breathing Rate max Pulse Pressure kurtosis,0.0,798.7857268981159,1.0
Breathing Rate min Systolic Blood Pressure mean,0.0,541.0321704950975,1.0
Breathing Rate max Pulse Pressure skewness,0.0,87.5080802926906,1.0
Breathing Rate min Systolic Blood Pressure variability,0.0,793.3840098906701,1.0
Breathing Rate max Pulse Pressure slope,0.0,0.6223513330517662,1.0
Breathing Rate min Systolic Blood Pressure min,0.0,462.5935557337492,1.0
Breathing Rate max Pulse Pressure max,0.0,740.0776175772294,1.0
Breathing Rate max Pulse Pressure min,0.0,407.6135584749202,1.0
Breathing Rate max Pulse Pressure variability,0.0,465.26703727689096,1.0
Breathing Rate max Pulse Pressure mean,0.0,468.77288523091556,1.0
Breathing Rate max Mean Blood Pressure kurtosis,0.0,1965.6307690773203,1.0
Breathing Rate min Systolic Blood Pressure max,0.0,789.2915668630728,1.0
Breathing Rate min Systolic Blood Pressure slope,0.0,0.5610322638074827,1.0
Breathing Rate max Mean Blood Pressure skewness,0.0,175.68900644945347,1.0
Breathing Rate max Hypothermia status,0.0,63.681947400596776,1.0
Breathing Rate max Ventilation status,0.0,43.20117825943028,1.0
Breathing Rate slope Breathing Rate skewness,0.0,0.019847464443889178,1.0
Breathing Rate variability Ventilation status,0.0,73.2582086985651,1.0
Breathing Rate slope Mean Blood Pressure mean,0.0,1.2483351436764294,1.0
